Group,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307
0,4.12,4.95,4.7,4.5,5.15,4.55,4.775,4.9,4.97,5.15,4.2,4.7,5.0,3.5,4.3,4.5,4.2,4.232,5.3,4.725,5.14,4.9,4.1,4.61,4.7,4.55,5.35,4.438,4.4,5.0,5.215,5.1,4.59,4.32,5.01,5.5,3.3,4.8975,5.0,4.9,4.98,5.15,4.85,4.75,4.79,5.2,4.5,4.629,4.75,4.92,4.75,4.9,4.825,4.45,4.9,5.1,4.92,4.75,5.255,5.05,5.1,4.8,4.25,4.76,4.38,4.5,4.25,4.95,5.93,5.21,4.4,4.75,5.08,4.85,5.05,4.5,5.0,5.12,4.7,4.85,5.0,4.8,5.65,5.45,4.93,5.05,4.65,4.89999,4.45,4.435,4.85,4.61,4.76,5.02,5.1,5.32,4.65,4.33,4.55,5.05,4.6,5.031,4.92,5.05,5.35,4.8,4.94,4.635,4.25,4.899,4.0,5.05,4.8,4.715,4.63,4.75,4.2,5.51,4.6,5.0,4.5,4.99,4.9,5.21,5.45,4.95,5.11,5.0,4.95,5.2,4.8,4.71,4.6,4.999,5.2,4.306,5.31,4.65,4.0,5.205,4.6,5.1,5.0,3.9,5.46,3.15,5.3,4.95,5.25,5.35,5.15,4.95,4.37,4.509,3.7,5.05,3.7,4.2,4.315,4.45,4.5,4.2,4.499,4.97,5.56,5.15,5.0,5.15,5.3,5.45,5.35,4.51,5.3,5.36,5.05,4.45,5.35,4.85,5.2,5.2,5.25,5.0,4.249666666666667,5.25,5.55,5.61,4.4,5.18555,5.5,5.589,5.025,5.1,5.475,4.77,5.45,5.72,5.4,4.398,5.38,4.4975,4.765,5.04,5.56,5.3023,4.55,5.25,5.55,4.65,5.05,4.95,5.55,4.959,4.2,5.165,5.3,5.75,5.15,4.90803,5.1,4.175,5.25,5.6,5.5,4.44,5.749,5.1,5.2,5.23,5.5,5.45,5.05,5.0,5.85,6.12,4.48,4.9,3.0,5.7,5.15,4.75,5.2,5.44,6.05,5.91,5.46,5.6,5.55,3.4,5.0,5.5,5.925,5.85,4.5,4.7,4.78,5.0,5.23,4.39,5.4,5.55,4.3178,4.95,5.35,4.899,5.565,5.55,4.675,4.6,5.2,5.0,4.81566,4.85,4.8,5.4,4.75,5.36,5.0,5.65,5.35,5.35,5.35,5.65,6.2125,6.1,6.045,3.85,4.6,5.46,5.55,5.5,5.4,5.81,5.85,5.8,5.5,6.0,6.77001,5.21,6.12,6.05,5.75,5.25,6.05,5.885,5.11,7.4,7.57,5.99
